pc	macro_index	micro_opcode	rounding
0	0	TOKEN_BIND	exact_or_explicitly_pinned
1	1	TENSOR_GATHER	exact_or_explicitly_pinned
2	2	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
3	2	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
4	2	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
5	2	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
6	2	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
7	2	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
8	2	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
9	3	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
10	3	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
11	3	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
12	3	RESHAPE	exact_or_explicitly_pinned
13	3	TRANSPOSE	exact_or_explicitly_pinned
14	3	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
15	3	RELATIVE_BIAS	exact_or_explicitly_pinned
16	3	CAUSAL_MASK	exact_or_explicitly_pinned
17	3	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
18	3	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
19	3	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
20	3	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
21	3	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
22	3	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
23	3	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
24	3	RESHAPE	exact_or_explicitly_pinned
25	3	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
26	4	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
27	5	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
28	5	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
29	5	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
30	5	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
31	5	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
32	5	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
33	5	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
34	6	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
35	6	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
36	6	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
37	6	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
38	6	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
39	6	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
40	6	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
41	6	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
42	6	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
43	6	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
44	6	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
45	6	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
46	7	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
47	8	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
48	8	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
49	8	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
50	8	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
51	8	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
52	8	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
53	8	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
54	9	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
55	9	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
56	9	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
57	9	RESHAPE	exact_or_explicitly_pinned
58	9	TRANSPOSE	exact_or_explicitly_pinned
59	9	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
60	9	RELATIVE_BIAS	exact_or_explicitly_pinned
61	9	CAUSAL_MASK	exact_or_explicitly_pinned
62	9	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
63	9	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
64	9	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
65	9	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
66	9	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
67	9	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
68	9	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
69	9	RESHAPE	exact_or_explicitly_pinned
70	9	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
71	10	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
72	11	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
73	11	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
74	11	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
75	11	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
76	11	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
77	11	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
78	11	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
79	12	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
80	12	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
81	12	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
82	12	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
83	12	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
84	12	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
85	12	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
86	12	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
87	12	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
88	12	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
89	12	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
90	12	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
91	13	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
92	14	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
93	14	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
94	14	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
95	14	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
96	14	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
97	14	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
98	14	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
99	15	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
100	15	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
101	15	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
102	15	RESHAPE	exact_or_explicitly_pinned
103	15	TRANSPOSE	exact_or_explicitly_pinned
104	15	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
105	15	RELATIVE_BIAS	exact_or_explicitly_pinned
106	15	CAUSAL_MASK	exact_or_explicitly_pinned
107	15	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
108	15	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
109	15	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
110	15	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
111	15	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
112	15	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
113	15	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
114	15	RESHAPE	exact_or_explicitly_pinned
115	15	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
116	16	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
117	17	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
118	17	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
119	17	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
120	17	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
121	17	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
122	17	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
123	17	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
124	18	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
125	18	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
126	18	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
127	18	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
128	18	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
129	18	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
130	18	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
131	18	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
132	18	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
133	18	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
134	18	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
135	18	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
136	19	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
137	20	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
138	20	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
139	20	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
140	20	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
141	20	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
142	20	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
143	20	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
144	21	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
145	21	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
146	21	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
147	21	RESHAPE	exact_or_explicitly_pinned
148	21	TRANSPOSE	exact_or_explicitly_pinned
149	21	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
150	21	RELATIVE_BIAS	exact_or_explicitly_pinned
151	21	CAUSAL_MASK	exact_or_explicitly_pinned
152	21	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
153	21	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
154	21	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
155	21	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
156	21	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
157	21	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
158	21	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
159	21	RESHAPE	exact_or_explicitly_pinned
160	21	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
161	22	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
162	23	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
163	23	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
164	23	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
165	23	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
166	23	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
167	23	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
168	23	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
169	24	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
170	24	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
171	24	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
172	24	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
173	24	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
174	24	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
175	24	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
176	24	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
177	24	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
178	24	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
179	24	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
180	24	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
181	25	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
182	26	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
183	26	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
184	26	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
185	26	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
186	26	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
187	26	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
188	26	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
189	27	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
190	27	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
191	27	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
192	27	RESHAPE	exact_or_explicitly_pinned
193	27	TRANSPOSE	exact_or_explicitly_pinned
194	27	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
195	27	RELATIVE_BIAS	exact_or_explicitly_pinned
196	27	CAUSAL_MASK	exact_or_explicitly_pinned
197	27	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
198	27	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
199	27	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
200	27	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
201	27	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
202	27	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
203	27	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
204	27	RESHAPE	exact_or_explicitly_pinned
205	27	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
206	28	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
207	29	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
208	29	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
209	29	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
210	29	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
211	29	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
212	29	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
213	29	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
214	30	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
215	30	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
216	30	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
217	30	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
218	30	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
219	30	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
220	30	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
221	30	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
222	30	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
223	30	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
224	30	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
225	30	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
226	31	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
227	32	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
228	32	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
229	32	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
230	32	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
231	32	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
232	32	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
233	32	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
234	33	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
235	33	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
236	33	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
237	33	RESHAPE	exact_or_explicitly_pinned
238	33	TRANSPOSE	exact_or_explicitly_pinned
239	33	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
240	33	RELATIVE_BIAS	exact_or_explicitly_pinned
241	33	CAUSAL_MASK	exact_or_explicitly_pinned
242	33	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
243	33	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
244	33	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
245	33	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
246	33	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
247	33	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
248	33	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
249	33	RESHAPE	exact_or_explicitly_pinned
250	33	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
251	34	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
252	35	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
253	35	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
254	35	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
255	35	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
256	35	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
257	35	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
258	35	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
259	36	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
260	36	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
261	36	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
262	36	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
263	36	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
264	36	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
265	36	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
266	36	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
267	36	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
268	36	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
269	36	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
270	36	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
271	37	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
272	38	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
273	38	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
274	38	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
275	38	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
276	38	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
277	38	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
278	38	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
279	39	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
280	39	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
281	39	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
282	39	RESHAPE	exact_or_explicitly_pinned
